followers_count,friends_count,account_created_at,created_at,full_text,truncated,source,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,tweet_id_hashed,clean_text,tokens,label_sentiment,label_confidence,label_cardiffnlp,label_conf_cardiffnlp
65,494,2012-07-11 20:51:00,2022-12-11 00:48:00,@EduAguirre7 Sigue llorando te vas con 0 goles mira Bien 0 goles xq el penal fue un regaló de la FIFA,False,Twitter for Android,1.60163e+18,104243636.0,EduAguirre7,False,0,0,False,False,es,21648c4ceb93e8d523e3f8f4fc996b514a0ad603e2940a4ddf6d71c02a09ffa4,sigue llorando te vas con 0 goles mira bien 0 goles xq el penal fue un regaló de la fifa,"['sigue', 'llorando', 'te', 'vas', 'con', '0', 'goles', 'mira', 'bien', '0', 'goles', 'xq', 'el', 'penal', 'fue', 'un', 'regaló', 'de', 'la', 'fifa']",negativo,0.788,negativo,0.916
132,105,2009-11-03 00:49:00,2022-12-11 02:33:00,"@_kristian_C_C @ManuHeredia21 Claro, claro.. La FIFA le pago a España para que se deje eliminar, a Alemanía... en los Penales Le dijeron a Países Bajos que debían patear mal...",False,Twitter for Android,1.60165e+18,7.17115e+17,_kristian_C_C,False,0,0,False,False,es,a81805199ef47cf58413e42b920ca751ca341dda7f2ce6ffd97a825feec0442e,"claro, claro.. la fifa le pago a españa para que se deje eliminar, a alemanía... en los penales le dijeron a países_bajos que debían patear mal...","['claro', 'claro', 'la', 'fifa', 'le', 'pago', 'a', 'españa', 'para', 'que', 'se', 'deje', 'eliminar', 'a', 'alemanía', 'en', 'los', 'penales', 'le', 'dijeron', 'a', 'países_bajos', 'que', 'debían', 'patear', 'mal']",negativo,0.912,negativo,0.839
139,696,2011-11-12 02:49:00,2022-12-11 09:27:00,@Cr7stianismo_ Estaba la jugada anulada SUBNORMAL! Almenos enterate de las normas q tanto FIFA y después no sabes ni las normas PAYASO,False,Twitter Web App,1.60152e+18,1.44217e+18,Cr7stianismo_,False,0,0,False,False,es,ba3014ca0c41f7452b4e41dba44063bcde5b17912d99f2d9427c03fcb5bc902c,estaba la jugada anulada subnormal! almenos enterate de las normas q tanto fifa y después no sabes ni las normas payaso,"['estaba', 'la', 'jugada', 'anulada', 'subnormal', 'almenos', 'enterate', 'de', 'las', 'normas', 'q', 'tanto', 'fifa', 'y', 'después', 'no', 'sabes', 'ni', 'las', 'normas', 'payaso']",negativo,0.932,negativo,0.92
182302,605,2012-06-11 17:44:00,2022-12-11 12:17:00,"LA PELOTA DE LAS SEMIS Y LA FINAL 😱

La pelota oficial de las semifinales y la final de la Copa Mundial d la FIFA 2022 fue presentada y lleva el nombre de ""Al Hilm"" que en español significa ""el sueño"".⚽️🙌 https://t.co/4fKxhrVHiN",False,Twitter Web App,,,,False,10,105,False,False,es,1b79af761aa8690bb2d5abc6d5589d46eae1afc6adb69829ddcb5f0c7ff3a97a,"la pelota de las semis y la final la pelota oficial de las semifinales y la final de la copa mundial d la fifa 2022 fue presentada y lleva el nombre de ""al hilm"" que en español significa ""el sueño"".","['la', 'pelota', 'de', 'las', 'semis', 'y', 'la', 'final', 'la', 'pelota', 'oficial', 'de', 'las', 'semifinales', 'y', 'la', 'final', 'de', 'la', 'copa', 'mundial', 'd', 'la', 'fifa', '2022', 'fue', 'presentada', 'y', 'lleva', 'el', 'nombre', 'de', 'al', 'hilm', 'que', 'en', 'español', 'significa', 'el', 'sueño']",neutro,0.678,neutro,0.737
4,25,2021-10-17 13:38:00,2022-12-11 11:56:00,@GoticSoledad Esta mundial de mierda a deshora comprado con el dinero de los hidrocarburos k matan a nuestro planeta y al k la FIFA se ha rendido a sus pais,False,Twitter for Android,1.6019e+18,1.44973e+18,antidessiter,False,0,0,False,False,es,725f1bd51a1ef6faf5b5d1aaec3151866d11abde61787c795fe867c712d4df81,esta mundial de mierda a deshora comprado con el dinero de los hidrocarburos k matan a nuestro planeta y al k la fifa se ha rendido a sus pais,"['esta', 'mundial', 'de', 'mierda', 'a', 'deshora', 'comprado', 'con', 'el', 'dinero', 'de', 'los', 'hidrocarburos', 'k', 'matan', 'a', 'nuestro', 'planeta', 'y', 'al', 'k', 'la', 'fifa', 'se', 'ha', 'rendido', 'a', 'sus', 'pais']",negativo,0.986,negativo,0.958
7,214,2021-10-02 05:27:00,2022-12-11 02:13:00,"@jerofreixas Solo quien no juega o jugó fútbol aunque fuera en el llano (potrero) no puede entender esas calenturas de un partido, que no las aplaudo pero tampoco las satanizo, tan solo son parte del fútbol.  No amerita ni atención de parte de FIFA solo es puro show mediático. Saludos",False,Twitter for Android,1.6015700000000003e+18,260900568.0,jerofreixas,False,0,2,False,False,es,51567da9dffb0d58d3e8140f30af7b1ebf6873235e3cbfa55b8ad4e97553d501,"solo quien no juega o jugó fútbol aunque fuera en el llano (potrero) no puede entender esas calenturas de un partido, que no las aplaudo pero tampoco las satanizo, tan solo son parte del fútbol. no amerita ni atención de parte de fifa solo es puro show mediático. saludos","['solo', 'quien', 'no', 'juega', 'o', 'jugó', 'fútbol', 'aunque', 'fuera', 'en', 'el', 'llano', 'potrero', 'no', 'puede', 'entender', 'esas', 'calenturas', 'de', 'un', 'partido', 'que', 'no', 'las', 'aplaudo', 'pero', 'tampoco', 'las', 'satanizo', 'tan', 'solo', 'son', 'parte', 'del', 'fútbol', 'no', 'amerita', 'ni', 'atención', 'de', 'parte', 'de', 'fifa', 'solo', 'es', 'puro', 'show', 'mediático', 'saludos']",negativo,0.883,negativo,0.9
524,990,2016-03-27 01:28:00,2022-12-11 14:41:00,"Tengo la sospecha que la #FIFAMafia está preparando un golpe, para dejar casi fuera de competición al equipo argentino antes de semifinales. Este lunes 12 conoceremos el complot🤔 #FIFAWorldCup #Mafia #FIFA",False,Twitter Web App,,,,False,0,0,False,False,es,a78e1f33646cd73b8a8f0a59ed9a975d15fb6bc9db83c26cb3daa70e8794565d,"tengo la sospecha que la fifamafia está preparando un golpe, para dejar casi fuera de competición al equipo argentino antes de semifinales. este lunes 12 conoceremos el complot duda fifaworldcup mafia fifa","['tengo', 'la', 'sospecha', 'que', 'la', 'fifamafia', 'está', 'preparando', 'un', 'golpe', 'para', 'dejar', 'casi', 'fuera', 'de', 'competición', 'al', 'equipo', 'argentino', 'antes', 'de', 'semifinales', 'este', 'lunes', '12', 'conoceremos', 'el', 'complot', 'duda', 'fifaworldcup', 'mafia', 'fifa']",negativo,0.801,negativo,0.822
99,367,2014-05-30 04:02:00,2022-12-11 03:36:00,"RT @KeoKurrencia3: Si la FIFA no ve ..y no reconoce las provocaciones q hizo Holanda a los jugadores argentinos , no muestra más que la realidad de la corrupcion q existe..y teniendo a un CORRUPTO y LADRON como Macri adentro no es de extrañar.",False,Twitter for Android,,,,False,11,0,False,False,es,6f2ad734fc52877d20d58ba54b90b4d931699ceb51c05a607d5110974c7ba280,"rt : si la fifa no ve ..y no reconoce las provocaciones q hizo holanda a los jugadores argentinos , no muestra más que la realidad de la corrupcion q existe..y teniendo a un corrupto y ladron como macri adentro no es de extrañar.","['rt', 'si', 'la', 'fifa', 'no', 've', 'y', 'no', 'reconoce', 'las', 'provocaciones', 'q', 'hizo', 'holanda', 'a', 'los', 'jugadores', 'argentinos', 'no', 'muestra', 'más', 'que', 'la', 'realidad', 'de', 'la', 'corrupcion', 'q', 'existe', 'y', 'teniendo', 'a', 'un', 'corrupto', 'y', 'ladron', 'como', 'macri', 'adentro', 'no', 'es', 'de', 'extrañar']",negativo,0.966,negativo,0.939
384,243,2020-05-01 09:39:00,2022-12-11 02:24:00,ay q bronca como terminan eliminando todos los vídeos q se suben acá de los partidos por copyright fifa la reconcha de tu madree,False,Twitter for Android,,,,False,0,2,False,False,es,6ce957cdcfa7e1adbee49c433926d173b1c35bdd77727384d37e79b13a3759e2,ay q bronca como terminan eliminando todos los vídeos q se suben acá de los partidos por copyright fifa la reconcha de tu madree,"['ay', 'q', 'bronca', 'como', 'terminan', 'eliminando', 'todos', 'los', 'vídeos', 'q', 'se', 'suben', 'acá', 'de', 'los', 'partidos', 'por', 'copyright', 'fifa', 'la', 'reconcha', 'de', 'tu', 'madree']",negativo,0.976,negativo,0.954
17,82,2010-09-27 20:54:00,2022-12-11 13:21:00,"RT @DiaaDiaEc: Este #DomingodeDíaaDía: la quiteña que trabaja en la FIFA, organiza Mundiales y está rodeada de estrellas del fútbol. Les esperamos 9:00 p.m. a nivel nacional por @teleamazonasec https://t.co/IuAPpxxNiA",False,Twitter for iPhone,,,,False,6,0,False,False,es,9e3e91def42c763716fef35925de1abc8976e6eb04430d7ef5e467726ff0f952,"rt : este domingodedíaadía: la quiteña que trabaja en la fifa, organiza mundiales y está rodeada de estrellas del fútbol. les esperamos 9:00 p.m. a nivel nacional por","['rt', 'este', 'domingodedíaadía', 'la', 'quiteña', 'que', 'trabaja', 'en', 'la', 'fifa', 'organiza', 'mundiales', 'y', 'está', 'rodeada', 'de', 'estrellas', 'del', 'fútbol', 'les', 'esperamos', '9:00', 'p.m', 'a', 'nivel', 'nacional', 'por']",positivo,0.75,positivo,0.635
993,824,2011-04-24 02:27:00,2022-12-11 00:52:00,RT @jeanmaradona: Decir o Insinuar q la FIFA arreglo este Mundial para q Argentina y Messi sea Campeon es lo mas incongruente Insolente y Sin Sentido q he Podido Leer.. El Fanatismo y sus cosas.,False,Twitter for Android,,,,False,3,0,False,False,es,40cc59f616039d55475e9403382f835e935aeedf024f2aea30c2ea1dd37cc49a,rt : decir o insinuar q la fifa arreglo este mundial para q argentina y messi sea campeon es lo mas incongruente insolente y sin sentido q he podido leer.. el fanatismo y sus cosas.,"['rt', 'decir', 'o', 'insinuar', 'q', 'la', 'fifa', 'arreglo', 'este', 'mundial', 'para', 'q', 'argentina', 'y', 'messi', 'sea', 'campeon', 'es', 'lo', 'mas', 'incongruente', 'insolente', 'y', 'sin', 'sentido', 'q', 'he', 'podido', 'leer', 'el', 'fanatismo', 'y', 'sus', 'cosas']",negativo,0.965,negativo,0.96
